"Hospital","Medical Condition","patient_count","average_patient_age","total_billing_amount","average_billing_amount","average_length_of_stay"
"Davis Caldwell, and Lopez",Obesity,2,32,76984.70,38492.37,4
"Davis Campbell and Jackson,",Asthma,1,78,27499.60,27499.57,14
"Davis Chung and Perez,",Obesity,2,26,83688.80,41844.40,14
"Davis Clark, and Wheeler",Obesity,1,29,26878.40,26878.40,29
"Davis Coleman, Hardy and",Hypertension,1,72,13864.10,13864.10,22
"Davis Cooper, Stewart and",Hypertension,1,62,32236.10,32236.07,9
"Davis Craig, and Bender",Asthma,1,46,2183.72,2183.72,28
"Davis Daniel and Pierce,",Obesity,1,18,41008.40,41008.39,5
"Davis Davis, and Davis",Cancer,2,16,44632.30,22316.17,23
"Davis Dawson Rogers, and",Hypertension,1,44,24219.70,24219.74,5
"Davis Day, and Dunn",Hypertension,1,36,30298.40,30298.41,22
"Davis Dennis, and Johnson",Hypertension,1,37,25256.00,25256.04,9
"Davis Elliott and Anderson,",Cancer,1,21,22580.80,22580.85,13
"Davis Ewing and Hudson,",Diabetes,1,29,34371.90,34371.88,24
"Davis Flores, Mason and",Cancer,1,42,41069.10,41069.14,13
"Davis Foster and Miller,",Diabetes,1,78,23189.60,23189.60,3
"Davis Garcia, and Gay",Diabetes,1,71,11242.70,11242.74,1
"Davis Griffin, and Charles",Hypertension,1,84,8074.06,8074.06,25
Davis Group,Arthritis,1,20,44666.30,44666.33,2
Davis Group,Asthma,3,27,98696.40,32898.80,16
Davis Group,Cancer,5,56,135372.00,27074.48,19
Davis Group,Diabetes,4,55,122651.00,30662.83,15
Davis Group,Hypertension,2,37,18532.60,9266.31,24
"Davis Henson, and Mack",Asthma,1,51,28011.90,28011.94,25
"Davis Hodges Wells, and",Arthritis,2,43,4835.10,2417.55,10
Davis Inc,Arthritis,5,45,178042.00,35608.30,14
Davis Inc,Asthma,2,44,19602.60,9801.27,6
Davis Inc,Cancer,2,54,69494.20,34747.11,5
Davis Inc,Diabetes,1,76,24201.90,24201.95,29
Davis Inc,Hypertension,5,64,128315.00,25663.02,17
"Davis Johnson, and Gilmore",Obesity,1,74,39940.50,39940.53,5
"Davis Jones, and Salinas",Diabetes,1,63,37418.60,37418.60,7
"Davis Leonard, and Flores",Arthritis,1,33,49984.60,49984.57,12
"Davis Lewis, and Watson",Hypertension,1,60,21886.60,21886.64,3
Davis LLC,Arthritis,2,67,21851.20,10925.60,26
Davis LLC,Asthma,1,25,47993.70,47993.71,16
Davis LLC,Hypertension,4,52,100118.00,25029.52,12
Davis LLC,Obesity,1,61,17966.70,17966.65,22
Davis Ltd,Arthritis,6,65,99609.70,16601.62,14
Davis Ltd,Asthma,3,49,44885.00,14961.67,12
Davis Ltd,Cancer,2,42,58081.40,29040.71,26
Davis Ltd,Hypertension,2,73,32941.90,16470.96,13
Davis Ltd,Obesity,2,57,20179.50,10089.74,15
"Davis Mack, Rodriguez and",Cancer,1,63,4757.90,4757.90,28
"Davis Maddox Harris, and",Cancer,1,72,11064.00,11064.03,25
"Davis Mclaughlin, Williams and",Diabetes,1,47,19005.80,19005.79,23
"Davis Merritt and Payne,",Diabetes,1,31,9908.35,9908.35,27
"Davis Miller, and Harrison",Diabetes,1,64,43721.80,43721.83,30
"Davis Miller, Best and",Arthritis,1,81,25406.10,25406.07,24
"Davis Mills, and Becker",Diabetes,1,28,45587.60,45587.58,10
"Davis Miranda, and Estrada",Obesity,1,75,32786.30,32786.32,13
"Davis Moore Bartlett, and",Diabetes,1,81,41320.70,41320.71,16
"Davis Nguyen Wade, and",Hypertension,1,83,46710.10,46710.06,25
"Davis Obrien and Rose,",Asthma,2,80,12105.30,6052.64,28
"Davis Parks, Young and",Cancer,1,25,8230.57,8230.57,8
"Davis Petersen, and Colon",Arthritis,1,57,30281.60,30281.64,22
Davis PLC,Arthritis,3,38,65901.30,21967.10,23
Davis PLC,Asthma,5,41,124527.00,24905.32,19
Davis PLC,Cancer,2,77,61221.00,30610.50,16
Davis PLC,Diabetes,1,66,35775.60,35775.59,6
Davis PLC,Obesity,5,43,100829.00,20165.87,19
"Davis Ramirez Spencer, and",Asthma,1,25,46995.30,46995.28,19
"Davis Ruiz and Hanna,",Diabetes,1,61,19938.50,19938.54,9
"Davis Schmidt, Jones and",Obesity,2,42,54020.70,27010.37,30
"Davis Scott and Sanchez,",Cancer,1,80,29895.10,29895.13,21
"Davis Shields and Armstrong,",Cancer,1,39,29188.80,29188.76,29
"Davis Smith Bell, and",Asthma,1,18,12823.30,12823.34,7
Davis Sons and,Arthritis,4,48,49584.70,12396.17,17
Davis Sons and,Diabetes,1,36,42893.60,42893.56,3
"Davis Stone and Shaw,",Diabetes,1,76,12347.00,12347.01,14
"Davis Thomas, and Miller",Hypertension,1,27,49080.20,49080.24,10
"Davis Wells, and Gonzalez",Diabetes,2,34,86004.40,43002.19,10
"Davis White, Flores and",Diabetes,1,44,21856.70,21856.74,22
"Davis Wilkerson Palmer, and",Cancer,1,83,40123.00,40123.01,27
"Davis Williams and Oconnell,",Diabetes,1,53,6760.66,6760.66,9
"Davis Wood Kemp, and",Arthritis,1,85,16075.00,16075.01,26
"Davis Wright and Graham,",Hypertension,1,79,40113.00,40112.97,13
"Davis, and Abbott Carr",Arthritis,1,73,44477.50,44477.48,7
"Davis, and Brennan Whitaker",Asthma,1,32,44556.70,44556.69,21
"Davis, and Clay Faulkner",Cancer,1,75,42237.30,42237.33,12
"Davis, and Collins Simpson",Asthma,1,65,44712.90,44712.86,6
"Davis, and Cooper Thompson",Obesity,1,71,17122.90,17122.95,15
"Davis, and Davidson Brown",Diabetes,1,27,44140.30,44140.30,12
"Davis, and Foster Stanley",Arthritis,2,84,35653.20,17826.61,30
"Davis, and Hoffman Holden",Arthritis,1,35,33729.60,33729.63,23
"Davis, and Maxwell Wright",Cancer,1,50,28570.30,28570.31,23
"Davis, and Michael Morrison",Asthma,1,56,47837.40,47837.38,10
"Davis, and Potter Cox",Diabetes,1,64,12702.40,12702.42,23
"Davis, and Reeves Davis",Cancer,2,54,23276.40,11638.19,21
"Davis, and Rivera Larsen",Hypertension,1,45,43405.80,43405.81,3
"Davis, and Taylor Nguyen",Arthritis,1,23,47536.40,47536.37,1
"Davis, and Thompson Gonzalez",Cancer,1,75,42356.60,42356.55,8
"Davis, and Wall Weiss",Cancer,1,55,39002.70,39002.74,3
"Davis, Bailey and Tran",Cancer,1,70,17822.00,17821.97,26
"Davis, Baker and Moon",Diabetes,1,25,15834.20,15834.18,28
"Davis, Barrett and Wells",Hypertension,1,78,13657.40,13657.44,28
"Davis, Blackwell and Valdez",Asthma,1,33,15513.00,15513.04,2
"Davis, Bond and Russell",Asthma,1,41,45307.30,45307.28,30
"Davis, Burgess Bass and",Arthritis,1,29,34430.70,34430.68,30
"Davis, Dennis Guerrero and",Diabetes,1,46,18463.90,18463.95,23
"Davis, Eaton Williams and",Hypertension,1,44,45903.60,45903.55,16
"Davis, Elliott Barnes and",Cancer,1,22,11897.40,11897.38,19
"Davis, Ford and Peterson",Arthritis,2,48,46898.10,23449.05,12
"Davis, Guzman and Hill",Obesity,1,27,24814.10,24814.09,27
"Davis, Hess and Robinson",Arthritis,1,22,40595.30,40595.27,28
"Davis, Morris Richardson and",Cancer,1,34,28087.80,28087.84,20
"Davis, Murray and Clark",Hypertension,1,19,48190.10,48190.12,12
"Davis, Peck and Moreno",Arthritis,1,28,43532.40,43532.36,4
"Davis, Perkins Garza and",Hypertension,1,56,24802.20,24802.18,22
"Davis, Pittman and Hernandez",Arthritis,1,30,31135.20,31135.20,18
"Davis, Ray and Thompson",Obesity,1,64,40037.50,40037.48,5
"Davis, Reed Young and",Cancer,1,57,13430.30,13430.29,29
"Davis, Roberson and Benson",Diabetes,1,44,19523.60,19523.64,7
"Davis, Shelton Sandoval and",Arthritis,1,34,33180.10,33180.13,28
"Davis, Thompson and Johnson",Asthma,1,84,27421.70,27421.70,2
"Davis, Torres and Chase",Arthritis,1,25,36210.10,36210.09,30
"Davis, Turner Daniel and",Hypertension,1,56,33623.60,33623.65,13
"Davis, Vasquez Chavez and",Hypertension,1,63,12178.60,12178.63,29
"Davis, Vazquez Cox and",Diabetes,1,72,11754.80,11754.75,1
"Davis, Watson Walker and",Arthritis,1,79,26115.70,26115.70,7
"Davis, Wilson Ho and",Arthritis,1,82,25277.50,25277.48,9
"Davis, Wise Schmitt and",Cancer,1,46,21440.50,21440.51,23
Dawson-Archer,Cancer,1,80,18898.90,18898.87,25
Dawson-Baker,Diabetes,1,52,16660.50,16660.53,26
Dawson-Bryant,Obesity,1,31,11514.20,11514.20,29
Dawson-Burke,Cancer,1,41,19277.70,19277.74,27
Dawson-Freeman,Hypertension,2,40,6816.98,3408.49,25
Dawson-Jacobson,Hypertension,1,41,33557.80,33557.75,18
Dawson-Jones,Obesity,2,58,42250.60,21125.32,3
Dawson-Joseph,Cancer,1,83,30580.50,30580.51,3
Dawson-Mendoza,Arthritis,1,66,8910.11,8910.11,30
Dawson-Mendoza,Asthma,2,48,73774.30,36887.13,23
Dawson-Nguyen,Diabetes,1,43,7514.49,7514.49,7
Dawson-Reyes,Diabetes,1,82,36609.10,36609.13,12
Dawson-Sanchez,Hypertension,2,22,62443.40,31221.70,23
Dawson-Terry,Obesity,1,53,46014.60,46014.65,11
Dawson-Thompson,Diabetes,1,37,20279.30,20279.35,30
Dawson-Wheeler,Cancer,1,48,48315.00,48314.99,9
Dawson-Williams,Asthma,2,57,9616.62,4808.31,27
"Dawson and Duncan, Perez",Obesity,1,47,33399.60,33399.60,21
"Dawson and Huber, Miller",Obesity,1,40,11996.70,11996.74,23
"Dawson Griffin, and Carlson",Arthritis,1,50,23156.10,23156.12,28
Dawson Group,Cancer,1,77,43253.50,43253.51,28
Dawson Group,Hypertension,1,49,48443.60,48443.55,27
Dawson Inc,Asthma,2,60,60346.20,30173.11,14
Dawson Inc,Cancer,2,56,99204.30,49602.16,3
Dawson Inc,Diabetes,1,43,21616.60,21616.58,6
"Dawson Johnson and Walters,",Obesity,2,68,73778.90,36889.43,27
Dawson LLC,Cancer,1,32,36312.40,36312.37,13
Dawson LLC,Hypertension,1,81,19811.90,19811.90,12
Dawson Ltd,Hypertension,1,50,16039.30,16039.31,6
"Dawson Martin, Medina and",Arthritis,1,51,35695.60,35695.57,5
"Dawson Snyder Farmer, and",Diabetes,1,85,43515.70,43515.71,20
"Dawson, Walker Cox and",Arthritis,1,26,18497.40,18497.38,4
"Dawson, Wolf Hanson and",Arthritis,1,61,24112.30,24112.34,20
Day-Armstrong,Hypertension,1,51,4235.40,4235.40,29
Day-Barrett,Diabetes,1,49,40130.30,40130.26,24
Day-Brennan,Hypertension,1,81,48885.00,48885.04,21
Day-Butler,Arthritis,2,56,26218.20,13109.08,23
Day-Diaz,Hypertension,1,75,21888.80,21888.75,22
Day-Harrington,Obesity,1,21,9595.00,9595.00,25
Day-Hodge,Cancer,1,27,43391.40,43391.35,19
Day-James,Obesity,1,76,48852.40,48852.43,7
Day-Kennedy,Obesity,1,62,35748.70,35748.74,19
Day-King,Asthma,1,37,23018.40,23018.36,27
Day-Lee,Arthritis,1,77,9683.39,9683.39,20
Day-Nguyen,Asthma,1,50,18901.90,18901.88,22
Day-Ponce,Diabetes,1,18,45736.40,45736.43,15
Day-Ray,Cancer,1,64,4647.61,4647.61,30
Day-Ritter,Asthma,1,67,17925.90,17925.89,27
Day-Robinson,Cancer,1,24,44294.40,44294.38,18
Day-Rocha,Diabetes,1,83,29785.20,29785.15,11
Day-Rodriguez,Asthma,1,52,44034.00,44034.04,19
Day-Smith,Asthma,1,67,36765.40,36765.42,5
"Day and Johnson Collins,",Hypertension,1,51,10841.80,10841.84,9
"Day and Snow, Sanchez",Cancer,2,47,20017.90,10008.95,11
"Day and Stuart, Kelly",Hypertension,1,81,29218.90,29218.95,4
"Day and Whitaker Collier,",Diabetes,2,86,15097.20,7548.62,20
"Day Cherry Lopez, and",Cancer,1,75,35091.20,35091.23,5
"Day Ellison, and Wang",Hypertension,1,43,23865.30,23865.34,11
"Day Frey, and Rodgers",Hypertension,1,65,34712.20,34712.23,29
Day Inc,Arthritis,1,22,34364.20,34364.21,27
Day Inc,Asthma,1,66,40324.80,40324.83,5
"Day Jackson Williams, and",Obesity,1,42,24784.10,24784.09,26
"Day Johnson Pineda, and",Diabetes,2,66,27870.40,13935.18,3
"Day Larsen, Cross and",Hypertension,1,25,21725.30,21725.28,6
Day LLC,Cancer,1,18,41844.10,41844.07,15
Day LLC,Hypertension,3,40,100539.00,33512.92,21
Day Ltd,Cancer,1,65,26717.30,26717.34,3
Day Ltd,Obesity,1,76,33499.40,33499.39,21
"Day Myers, Mayer and",Hypertension,1,60,6609.77,6609.77,28
Day PLC,Cancer,2,84,58777.50,29388.76,18
"Day Potter Vargas, and",Asthma,1,78,27144.20,27144.22,5
"Day Williams, and Wilkinson",Cancer,1,84,16136.90,16136.89,30
"Day Wyatt and Mccarthy,",Cancer,1,34,6745.17,6745.17,21
"Day, Wilson Hunt and",Hypertension,1,48,13275.30,13275.29,5
Dean-Blair,Diabetes,1,85,45571.00,45570.96,13
Dean-Cooper,Diabetes,1,21,40103.40,40103.45,12
Dean-Estes,Asthma,1,65,28418.60,28418.62,23
Dean-Gutierrez,Hypertension,2,85,60092.90,30046.44,27
Dean-Harper,Obesity,1,40,19900.50,19900.48,18
Dean-Hawkins,Diabetes,1,80,10661.50,10661.51,20
Dean-Horn,Obesity,1,20,48061.00,48060.96,15
Dean-Keller,Arthritis,1,76,11329.10,11329.06,16
Dean-Martinez,Arthritis,1,79,3932.39,3932.39,8
Dean-Mccoy,Cancer,1,32,23609.30,23609.30,25
Dean-Rasmussen,Asthma,1,25,35314.70,35314.68,1
Dean-Robbins,Hypertension,2,73,88636.80,44318.38,16
Dean-Sanders,Cancer,1,67,25160.20,25160.18,30
Dean-Smith,Diabetes,1,80,3027.99,3027.99,1
Dean-Smith,Obesity,1,83,47759.80,47759.77,7
"Dean and Mitchell, Jordan",Hypertension,1,45,10588.00,10588.04,19
"Dean and Singh, Thomas",Cancer,1,85,8723.95,8723.95,23
"Dean and Smith, Kirby",Cancer,1,55,19204.20,19204.23,27
"Dean and Travis White,",Cancer,1,46,4092.67,4092.67,12
Dean Group,Diabetes,1,41,41856.20,41856.22,12
Dean PLC,Diabetes,1,43,33992.00,33991.96,17
Dean PLC,Hypertension,2,24,46738.50,23369.26,17
Dean Sons and,Asthma,1,23,4291.01,4291.01,17
"Dean Webster and Gibson,",Cancer,1,40,47717.10,47717.14,4
"Dean, and Smith Day",Obesity,1,18,35922.20,35922.23,2
"Dean, and Turner Horton",Hypertension,1,47,30996.20,30996.25,19
Decker-Bailey,Hypertension,1,27,37074.80,37074.78,10
Decker-Cardenas,Diabetes,2,33,7177.86,3588.93,23
Decker-Cruz,Arthritis,1,19,41560.20,41560.20,24
Decker-Rhodes,Asthma,1,52,8767.24,8767.24,23
"Decker Beltran Rodriguez, and",Diabetes,1,60,16474.90,16474.94,29
"Decker Glover, and Christensen",Cancer,1,67,21879.50,21879.53,22
Decker Group,Asthma,1,83,42600.40,42600.40,17
Decker Inc,Obesity,1,38,25834.50,25834.50,4
"Decker Johnson Maxwell, and",Arthritis,1,55,2876.12,2876.12,22
Decker LLC,Arthritis,1,51,24468.10,24468.05,26
Decker LLC,Cancer,1,41,18923.30,18923.35,10
Decker Ltd,Cancer,1,33,16771.40,16771.36,15
Decker Ltd,Diabetes,1,23,43557.10,43557.13,18
Decker Ltd,Obesity,1,60,8501.05,8501.05,12
Delacruz-Barry,Diabetes,2,36,77218.90,38609.46,16
Delacruz-Chavez,Hypertension,1,44,3852.95,3852.95,13
Delacruz-Hanson,Hypertension,2,21,25845.20,12922.58,25
Delacruz-Jones,Hypertension,1,80,5081.26,5081.26,23
Delacruz-Mcmillan,Cancer,1,30,48641.20,48641.20,17
Delacruz-Perkins,Asthma,1,37,46426.30,46426.34,9
Delacruz-Watson,Asthma,1,60,46157.40,46157.43,21
Delacruz-Wilson,Diabetes,1,63,4544.13,4544.13,6
"Delacruz and Patrick Walker,",Obesity,1,35,16739.00,16738.97,22
"Delacruz Cain Lane, and",Cancer,1,25,22243.20,22243.25,15
Delacruz Group,Hypertension,1,38,8568.51,8568.51,3
"Delacruz Hawkins and Johnson,",Asthma,1,34,48081.50,48081.54,25
Delacruz Inc,Asthma,1,27,49749.30,49749.29,3
Delacruz LLC,Diabetes,1,68,44618.30,44618.30,12
"Delacruz Pearson, and Ramirez",Asthma,1,83,49665.60,49665.63,22
"Delacruz Ruiz, Haynes and",Diabetes,1,76,19730.60,19730.64,20
Deleon-Boyd,Arthritis,2,45,12424.60,6212.32,21
Deleon-Davis,Asthma,2,24,60962.00,30481.00,13
Deleon-Foley,Cancer,1,69,36187.00,36186.99,4
Deleon-Hall,Arthritis,1,32,23919.30,23919.27,23
Deleon-Holden,Hypertension,1,58,24240.10,24240.09,22
Deleon-King,Obesity,1,40,40288.10,40288.07,10
Deleon-Moore,Diabetes,1,74,48885.00,48885.01,24
Deleon-Ramos,Hypertension,1,20,29429.30,29429.29,26
Deleon-Roberts,Diabetes,1,47,23553.90,23553.91,19
Deleon-Stanley,Obesity,2,44,53319.80,26659.92,19
Deleon-Sutton,Hypertension,1,38,26777.30,26777.33,8
Deleon-White,Hypertension,1,70,32377.30,32377.27,1
"Deleon and Allen, Huynh",Hypertension,1,21,49652.70,49652.72,21
"Deleon and Dennis Holland,",Cancer,1,43,6426.63,6426.63,22
Deleon Group,Obesity,1,41,27952.40,27952.38,7
Deleon Inc,Arthritis,1,84,33992.60,33992.57,5
Deleon LLC,Cancer,1,51,2045.25,2045.25,8
Deleon LLC,Hypertension,1,23,16441.30,16441.34,22
Deleon Ltd,Cancer,1,78,21684.00,21684.03,3
"Deleon Oneal, Moore and",Arthritis,1,21,42247.30,42247.34,30
"Deleon Parker, Olsen and",Obesity,1,66,34750.20,34750.25,23
Deleon PLC,Asthma,1,33,27506.60,27506.64,14
Deleon PLC,Cancer,1,46,14785.80,14785.75,28
Deleon PLC,Obesity,1,60,33149.50,33149.48,29
"Deleon Wood and Hamilton,",Diabetes,1,79,40129.40,40129.39,2
"Deleon, and Bowen Thomas",Asthma,1,30,21404.80,21404.77,30
"Deleon, and Estes Chavez",Arthritis,1,52,15374.30,15374.31,3
"Deleon, and Rodriguez Brown",Diabetes,1,54,18229.90,18229.93,23
Delgado-Adams,Hypertension,1,54,6172.26,6172.26,12
Delgado-Anderson,Diabetes,1,59,18526.80,18526.81,24
Delgado-Armstrong,Diabetes,1,73,22297.70,22297.70,11
Delgado-Daniel,Asthma,2,37,15203.40,7601.71,26
Delgado-Lamb,Arthritis,1,24,16441.40,16441.42,28
Delgado-Mclaughlin,Asthma,1,59,34133.60,34133.62,13
Delgado-Nelson,Hypertension,1,82,46079.30,46079.34,13
Delgado-Newman,Hypertension,1,35,43639.90,43639.94,4
Delgado-Scott,Arthritis,1,55,32950.90,32950.85,20
Delgado-Taylor,Diabetes,1,43,12157.50,12157.55,27
Delgado-Thomas,Diabetes,1,77,1048.69,1048.69,20
"Delgado and Mendoza Munoz,",Obesity,1,83,36291.90,36291.92,2
"Delgado and Roberts, Carter",Diabetes,1,58,40258.90,40258.89,19
"Delgado and Stanton, Young",Cancer,1,23,22434.50,22434.46,24
"Delgado Copeland, Hayden and",Hypertension,1,36,4378.76,4378.76,4
Delgado Group,Arthritis,1,39,36446.50,36446.48,30
"Delgado Harris, and Hill",Asthma,1,66,32630.40,32630.43,2
Delgado Inc,Asthma,1,52,49185.40,49185.40,24
Delgado Inc,Diabetes,1,73,26068.70,26068.69,15
"Delgado Jones and Gould,",Arthritis,1,27,45242.70,45242.71,19
"Delgado Lewis and Becker,",Cancer,1,25,46831.00,46830.98,7
Delgado LLC,Hypertension,1,78,39849.50,39849.47,17
"Delgado Mitchell Rodriguez, and",Diabetes,1,59,11842.00,11842.04,9
Delgado PLC,Arthritis,1,31,28582.20,28582.21,8
Delgado PLC,Obesity,1,61,37837.80,37837.81,9
"Delgado, and Mcdonald Berry",Cancer,1,30,15267.30,15267.30,26
"Delgado, May and Murray",Hypertension,1,36,31661.40,31661.39,17
Dennis-Armstrong,Obesity,1,47,48158.70,48158.70,23
Dennis-Hays,Obesity,1,83,9855.77,9855.77,21
Dennis-Hicks,Obesity,1,29,26830.40,26830.39,6
Dennis-Johnson,Diabetes,2,21,83341.60,41670.80,19
Dennis-Neal,Obesity,2,74,58848.10,29424.04,25
Dennis-Pennington,Obesity,1,28,20612.50,20612.49,5
Dennis-Roth,Arthritis,2,51,43069.40,21534.72,9
Dennis-Wallace,Arthritis,1,36,44516.60,44516.65,9
Dennis-Wells,Cancer,1,30,47597.20,47597.18,22
Dennis-Young,Arthritis,1,64,41863.70,41863.70,28
Dennis-Yu,Hypertension,1,36,1452.66,1452.66,13
"Dennis Beard and Pearson,",Asthma,1,63,46722.50,46722.52,9
Dennis Group,Diabetes,1,51,1612.05,1612.05,25
Dennis Group,Obesity,1,67,37681.00,37681.00,27
Dennis Inc,Cancer,1,27,7594.20,7594.20,2
"Dennis Norton and Wright,",Hypertension,2,42,82037.30,41018.63,29
"Dennis Wall, and Taylor",Obesity,1,66,41890.00,41890.02,8
"Dennis, and Calderon Gonzalez",Obesity,1,21,41421.90,41421.87,10
"Dennis, and Hood Guerra",Cancer,1,34,11175.20,11175.23,19
"Dennis, Mclaughlin Jackson and",Obesity,2,58,65579.10,32789.54,23
"Dennis, Wilson and Griffin",Cancer,1,29,4841.62,4841.62,2
Diaz-Adams,Cancer,1,39,34581.60,34581.58,5
Diaz-Alexander,Arthritis,1,42,35967.50,35967.49,6
Diaz-Alexander,Asthma,2,61,74428.60,37214.31,3
Diaz-Ballard,Diabetes,2,42,35542.60,17771.31,26
Diaz-Banks,Cancer,1,36,35181.00,35181.02,3
Diaz-Bennett,Cancer,2,56,9553.60,4776.80,11
Diaz-Bishop,Arthritis,2,68,,,23
Diaz-Brown,Obesity,1,42,26376.60,26376.57,4
Diaz-Bryant,Obesity,1,85,8739.40,8739.40,22
Diaz-Butler,Obesity,1,79,27162.40,27162.40,19
Diaz-Carroll,Obesity,1,54,14345.00,14345.03,10
Diaz-Case,Obesity,1,20,39381.10,39381.12,27
Diaz-Cole,Hypertension,1,51,35185.60,35185.64,14
Diaz-Curtis,Obesity,1,25,43177.30,43177.27,10
Diaz-Ferguson,Asthma,1,76,21998.90,21998.93,13
Diaz-Grimes,Obesity,1,41,25765.40,25765.42,18
Diaz-Harper,Arthritis,1,22,27308.30,27308.31,20
Diaz-Hernandez,Asthma,1,29,30644.90,30644.87,15
Diaz-Hoover,Cancer,1,78,12843.40,12843.43,15
Diaz-Huff,Hypertension,1,61,14092.50,14092.51,7
Diaz-Koch,Asthma,1,55,36274.40,36274.38,14
Diaz-Long,Obesity,1,18,26139.40,26139.45,26
Diaz-Martin,Obesity,1,63,47985.80,47985.81,29
Diaz-Meyer,Arthritis,1,57,11226.20,11226.17,16
Diaz-Miller,Hypertension,1,70,36524.10,36524.08,10
Diaz-Morris,Diabetes,1,69,11860.20,11860.25,3
Diaz-Nichols,Asthma,2,32,24804.80,12402.41,3
Diaz-Olsen,Diabetes,1,62,25659.10,25659.07,25
Diaz-Powers,Diabetes,1,19,35794.40,35794.44,3
Diaz-Richards,Obesity,2,56,47427.80,23713.92,25
Diaz-Sanders,Obesity,1,43,45464.90,45464.87,9
Diaz-Simon,Hypertension,1,57,6423.86,6423.86,30
Diaz-Smith,Asthma,1,48,34037.60,34037.57,28
Diaz-Stewart,Asthma,1,50,18370.40,18370.39,5
Diaz-Stone,Hypertension,2,84,19639.40,9819.70,16
Diaz-Suarez,Arthritis,1,82,45901.90,45901.92,19
Diaz-Walters,Arthritis,1,67,40561.70,40561.74,11
Diaz-Watson,Obesity,1,30,27144.10,27144.09,11
Diaz-Wells,Diabetes,1,59,49065.90,49065.87,27
"Diaz and Barber, Morris",Hypertension,2,33,54665.00,27332.48,18
"Diaz and Holmes Medina,",Asthma,1,46,22843.40,22843.43,5
"Diaz and Lewis Moody,",Asthma,1,34,47425.50,47425.47,25
Diaz and Sons,Obesity,1,80,27228.70,27228.65,17
"Diaz and Thompson Evans,",Cancer,1,79,36009.40,36009.44,9
"Diaz Baker, and English",Asthma,1,32,29465.50,29465.54,2
"Diaz Brown and Jones,",Hypertension,1,45,31383.60,31383.62,19
"Diaz Chaney Russell, and",Asthma,1,38,3503.11,3503.11,28
"Diaz Coleman, Gray and",Diabetes,1,76,27339.90,27339.93,6
"Diaz Ferrell Le, and",Diabetes,1,29,19937.00,19937.03,25
Diaz Group,Arthritis,1,68,46123.00,46122.98,29
Diaz Group,Asthma,1,69,24065.90,24065.90,22
Diaz Group,Diabetes,1,70,39897.40,39897.37,21
Diaz Group,Obesity,1,20,24148.10,24148.12,26
"Diaz Harris King, and",Asthma,1,19,47759.50,47759.48,23
"Diaz Humphrey, Gomez and",Arthritis,1,35,5699.51,5699.51,8
Diaz Inc,Cancer,2,51,54391.40,27195.67,22
Diaz Inc,Diabetes,2,58,54947.00,27473.49,10
Diaz Inc,Obesity,2,66,54400.60,27200.32,25
"Diaz Jackson and Vaughan,",Asthma,1,72,29716.90,29716.87,23
"Diaz Jensen Wolfe, and",Asthma,1,27,32740.70,32740.73,23
"Diaz Jones Perry, and",Arthritis,1,38,15362.70,15362.65,18
"Diaz Lee, and Roberts",Obesity,1,37,5894.18,5894.18,14
Diaz LLC,Asthma,2,79,42741.70,21370.83,16
Diaz LLC,Cancer,1,36,33297.90,33297.88,14
Diaz Ltd,Asthma,1,22,13967.90,13967.86,1
Diaz Ltd,Diabetes,2,20,34472.60,17236.32,9
"Diaz Mccarthy Kidd, and",Cancer,1,48,37383.00,37383.04,26
"Diaz Molina and Patel,",Hypertension,1,85,28921.80,28921.77,3
"Diaz Moore, Tucker and",Obesity,1,21,27309.90,27309.90,25
"Diaz Peterson, Stevenson and",Hypertension,1,70,49718.80,49718.80,21
Diaz PLC,Arthritis,2,73,63090.40,31545.19,18
Diaz PLC,Asthma,1,38,42173.30,42173.34,26
Diaz PLC,Obesity,2,25,57081.80,28540.92,24
"Diaz Richards and Griffin,",Cancer,1,29,15744.30,15744.30,16
"Diaz Smith Johnson, and",Cancer,1,39,45913.20,45913.17,29
Diaz Sons and,Hypertension,1,81,47076.00,47076.02,26
"Diaz, and Burton Reed",Obesity,1,38,22238.30,22238.35,29
"Diaz, and Carson Jones",Arthritis,1,57,21749.90,21749.92,25
"Diaz, and Miller Alvarez",Asthma,1,43,41734.60,41734.59,24
"Diaz, and Stout Brown",Arthritis,1,39,4615.05,4615.05,14
"Diaz, and Villanueva Becker",Diabetes,1,47,25110.00,25110.01,18
"Diaz, Lee and Hughes",Cancer,1,29,26471.80,26471.80,4
"Diaz, Little Shea and",Arthritis,1,22,48585.20,48585.23,18
"Diaz, Moore and Parrish",Arthritis,1,37,37703.00,37703.04,29
Dickerson-Cameron,Hypertension,1,19,23646.00,23645.97,13
Dickerson-David,Asthma,1,42,49461.90,49461.88,16
Dickerson-Foster,Hypertension,1,25,45776.50,45776.48,18
Dickerson-Gordon,Diabetes,1,49,36144.20,36144.21,12
Dickerson-Palmer,Diabetes,1,55,30620.40,30620.37,18
Dickerson-Parker,Asthma,1,22,35441.20,35441.25,5
